generation,model,experiment,years,GMTemp,ATL3 mean,ATL3 stddev,Nino34 stddev,AtlNino mean,AtlNino stddev,AtlNino AnnCycAmp,AMM mean,AMM stddev,AMM AnnCycAmp,SAMSmonsoon area mean,SAMSmonsoon rain mean,SAMSmonsoon area stddev,SAMSmonsoon rain stddev,NEB rain ann,NEB rain jja,NEB rain djf,NEB rain jja stddev,NEB rain djf stddev,r(atl3.nino34),r(atl3.amo),ATL3 Period,ENSO Period,AMM Period,ATL3-sst-interann-stdev,ATL3-pr-interann-stdev,ATL3-sst-interjja-stdev,ATL3-pr-interjja-stdev
PMIP4,FGOALS-g3,midHolocene-cal-adj,500,13.8456,26.7166,0.378689,0.838566,26.7166,0.378896,1.83958,1.29802,0.277723,4.48204,8.36765e+06,6.52026,560553,0.250445,2.06754,2.54562,1.2936,0.462179,0.335393,0.211842,-0.0139977,2.60417,2.89017,5.68182,0.23144,0.637789,0.330005,1.17974
PMIP4,FGOALS-g3,piControl,500,14.0245,27.4267,0.383757,1.02008,27.4194,0.384301,2.88636,0.854086,0.298643,4.09001,1.04603e+07,6.92189,492598,0.304915,2.72719,3.21761,1.95402,0.678412,0.458763,0.0815058,-0.0442691,2.99145,2.99145,7.95455,0.254309,1.00661,0.406702,2.15535
PMIP4,GISS-E2-1-G,abrupt4xCO2,151,18.0123,31.8325,0.352069,0.944251,32.366,0.352068,2.19767,-1.31127,0.280021,6.38652,9.52737e+06,6.98158,472006,0.428608,4.23078,6.02779,1.95473,0.644298,0.518762,0.846681,-0.246054,3.44444,3.44444,7.75,0.283137,0.802277,0.323761,1.86995
PMIP4,GISS-E2-1-G,lig127k-cal-adj,100,13.8151,28.0721,0.368204,1.17884,28.0721,0.368205,1.20024,0.0301646,0.32689,5.96487,8.29844e+06,5.70098,748481,0.458436,3.22859,5.16973,1.17019,0.887812,0.347452,0.666103,-0.0578431,3.7037,3.7037,4,0.280026,0.726817,0.392595,1.34246
PMIP4,GISS-E2-1-G,midHolocene-cal-adj,100,13.4684,27.9131,0.321888,1.12834,27.9131,0.325535,1.88537,-0.083697,0.359533,6.26521,9.34892e+06,6.37966,738307,0.445539,3.42308,4.80646,1.57455,0.771113,0.425766,0.549018,-0.113493,4.54545,4.54545,4.54545,0.236095,0.818751,0.361103,1.91298
PMIP4,GISS-E2-1-G,midPliocene-eoi400,100,15.8968,29.2113,0.372412,1.20044,29.2113,0.373429,2.96741,-0.14755,0.362494,6.43383,9.52325e+06,7.55491,636834,0.794629,3.51371,5.58453,1.52767,0.924245,0.424055,0.656194,-0.041824,4.7619,4.7619,4.34783,0.291006,0.821803,0.3683,1.67903
PMIP4,GISS-E2-1-G,piControl,851,13.7963,28.3939,0.369467,1.17505,28.3939,0.369516,2.46783,-0.24382,0.344794,6.19929,9.83174e+06,6.96609,570990,0.513544,3.8003,5.63698,1.75417,0.836025,0.478402,0.592391,-0.046686,4.3198,4.3198,4.3198,0.279271,1.00359,0.383796,2.29713
PMIP4,HadGEM3-GC31-LL,lig127k-cal-adj,200,14.423,27.2814,0.452132,0.651444,27.2814,0.45483,2.19515,1.25349,0.407835,7.31514,9.91362e+06,7.09084,553146,0.363312,3.67844,5.86439,1.13619,0.867167,0.462886,0.0713594,2e+20,3.22581,5.40541,3.77359,0.322322,0.899532,0.517077,0.787129
PMIP4,HadGEM3-GC31-LL,midHolocene-cal-adj,100,13.7369,26.8549,0.547534,0.919302,26.8549,0.558699,3.32207,0.738979,0.468455,7.33625,1.00816e+07,8.04153,493789,0.457903,4.19052,5.58816,1.87099,0.820731,0.684528,-0.00228218,1e+20,5.26316,3.7037,3.44828,0.383914,1.09326,0.763172,1.87132
PMIP4,HadGEM3-GC31-LL,midPliocene-eoi400,100,18.9683,31.07,0.440798,0.711871,31.07,0.444555,3.84797,0.619316,0.465045,7.1057,1.02992e+07,9.49314,507952,0.56887,4.84545,6.67402,1.57019,1.16338,0.567446,0.229931,-0.245004,4.7619,5,5,0.332664,1.42723,0.564919,1.45595
PMIP4,HadGEM3-GC31-LL,piControl,100,13.7975,27.3724,0.545108,0.932783,27.3724,0.547956,3.72766,0.236338,0.560036,6.93825,1.004e+07,8.95135,518787,0.487654,4.98032,6.73437,2.51321,0.982452,0.676968,0.0912483,-0.149633,5.55556,3.33333,5.55556,0.385936,1.31119,0.738556,2.52267
PMIP4,INM-CM4-8,abrupt4xCO2,150,16.8132,29.2825,0.216642,0.408161,29.626,0.216642,2.10544,0.544791,0.256247,5.48123,1.13979e+07,7.67629,416679,0.246463,4.50883,7.34051,2.39971,0.813127,0.482727,-0.069663,0.0921659,5.16667,5.16667,7.75,0.162658,0.508468,0.274057,0.672958
PMIP4,INM-CM4-8,lgm-cal-adj,200,9.53617,25.7004,0.437675,0.533479,25.7004,0.43863,1.67424,-2.97765,0.608996,5.67022,7.83548e+06,7.15569,656663,0.312412,5.83598,6.78265,5.56546,0.792522,0.675895,0.134792,0.0472084,1.96078,4.16667,7.69231,0.270152,1.03216,0.489811,2.66936
PMIP4,INM-CM4-8,lig127k-cal-adj,100,13.2407,26.7435,0.278526,0.504186,26.7435,0.289192,1.99936,0.5004,0.305798,5.67938,9.48462e+06,6.20753,519580,0.310292,4.23977,7.27315,2.0614,0.703321,0.414689,0.0262034,-0.285457,4.7619,2.04082,7.69231,0.182706,0.59301,0.325365,0.756837
PMIP4,INM-CM4-8,midHolocene-cal-adj,200,13.0223,26.5153,0.333057,0.465135,26.5153,0.333738,2.06233,0.637222,0.300393,5.62879,1.06186e+07,6.80091,444726,0.288682,4.30716,6.87997,2.4696,0.631885,0.49353,0.0619267,-0.159917,3.33333,2.73973,7.69231,0.228303,0.451878,0.394531,0.636731
PMIP4,INM-CM4-8,piControl,531,13.2592,26.9893,0.29189,0.457265,26.9893,0.298348,2.36296,0.232867,0.291737,5.36277,1.10487e+07,7.41921,435865,0.317887,4.74301,7.26165,3.10181,0.625273,0.529673,-0.00255286,-0.206593,6.55556,3.63699,5.70968,0.186102,0.454626,0.314611,0.694061
PMIP4,IPSL-CM6A-LR,abrupt4xCO2,900,22.2956,32.1523,0.307635,0.856952,33.2247,0.307635,6.37286,-0.156715,0.336051,9.92488,1.14065e+07,8.43356,550716,0.234183,4.47637,7.80685,0.544025,0.792961,0.149957,-0.058557,0.0177562,2.58333,3.44444,7.75,0.21147,0.496779,0.366098,0.613592
PMIP4,IPSL-CM6A-LR,lig127k-cal-adj,550,12.7771,26.0439,0.416212,0.806532,26.0439,0.416686,3.05825,0.314559,0.42057,7.40236,9.52572e+06,6.25917,428684,0.20663,4.30778,7.20077,1.7282,0.650972,0.433118,-0.149169,0.0168942,3.76712,2.94118,5.33981,0.311706,0.601469,0.55736,0.735772
PMIP4,IPSL-CM6A-LR,midHolocene-cal-adj,550,12.418,25.7522,0.427369,0.927989,25.7522,0.428103,4.59318,0.154178,0.422767,8.11213,1.00478e+07,6.75254,438075,0.199173,4.66051,7.03079,2.44646,0.568878,0.526452,-0.254087,0.0614011,5.97826,3.59477,5.97826,0.302555,0.61469,0.575825,0.8118
PMIP4,IPSL-CM6A-LR,midPliocene-eoi400,200,15.9784,28.1071,0.380582,1.00014,28.1071,0.380845,5.88823,0.145058,0.395124,8.45978,1.11241e+07,7.44432,388344,0.238293,4.81343,8.30321,1.33011,0.774296,0.427378,-0.169782,0.0422804,2.85714,3.44828,4.44444,0.245657,0.632286,0.47173,0.670945
PMIP4,IPSL-CM6A-LR,piControl,1200,12.7134,26.2005,0.419039,0.975408,26.2005,0.419332,5.84787,-0.206399,0.424373,8.22774,1.0397e+07,7.49452,415797,0.208103,5.52816,8.43393,3.22442,0.600614,0.573006,-0.194345,1e+20,4.02685,3.19149,6.89655,0.27472,0.618569,0.567999,1.04284
PMIP4,MIROC-ES2L,abrupt4xCO2,150,19.0889,31.3316,0.473983,1.5366,31.7822,0.473983,2.88473,-0.369199,0.323493,5.84435,1.03869e+07,9.23956,641382,0.760412,5.34112,5.4058,4.53631,0.832353,0.952528,0.590109,-0.108228,4.42857,3.44444,3.44444,0.341059,0.851937,0.390627,1.90234
PMIP4,MIROC-ES2L,lgm-cal-adj,100,10.9352,25.0186,0.726091,1.02905,25.0186,0.726592,3.99355,0.380619,0.497343,5.42299,9.46921e+06,8.77375,380790,0.346998,4.82568,5.51252,3.93071,0.908855,0.677023,-0.102919,-0.0567107,4,4.34783,4,0.518142,1.13775,0.907463,3.06526
PMIP4,MIROC-ES2L,lig127k-cal-adj,100,14.7248,26.6462,0.417861,0.543613,26.6462,0.422329,2.14265,0.58574,0.371729,5.55523,9.37923e+06,7.38956,356909,0.328682,3.98222,4.74554,3.29397,0.76747,0.610488,0.246207,-0.127529,6.66667,5.88235,7.14286,0.260727,0.46284,0.392374,0.943474
PMIP4,MIROC-ES2L,midHolocene-cal-adj,100,14.5749,26.9783,0.43303,0.749171,26.9783,0.433206,2.93364,0.503699,0.363506,5.60323,9.77569e+06,8.29326,441395,0.351224,4.56102,4.94521,3.88772,0.674644,0.862347,0.353366,-0.10432,2.32558,7.14286,7.14286,0.261009,0.538549,0.411528,1.36428
PMIP4,MIROC-ES2L,piControl,500,14.9837,27.5918,0.576928,1.1859,27.5918,0.577036,3.41653,0.3999,0.423142,5.29871,9.93001e+06,9.17331,416920,0.465031,5.3114,5.77079,4.58694,0.827061,0.854707,-0.0385316,1e+20,5,4.85437,6.94444,0.34387,1.00084,0.594498,2.38589
PMIP4,MPI-ESM1-2-LR,abrupt4xCO2,165,18.531,30.739,0.360031,1.00811,31.1988,0.360031,3.95568,0.376043,0.485572,7.4391,1.00693e+07,9.15963,385276,0.564574,4.62695,5.61774,1.59645,0.705515,0.599609,0.355532,0.194281,5.16667,7.75,7.75,0.223787,0.945543,0.34365,2.1799
PMIP4,MPI-ESM1-2-LR,lig127k-cal-adj,100,13.5735,26.7293,0.378751,0.599467,26.7293,0.378786,2.7336,0.264779,0.381615,5.76782,9.38985e+06,6.05373,402480,0.251618,2.79766,3.59883,1.54491,0.467075,0.41924,0.172845,-0.028298,4.34783,4.34783,6.25,0.219532,0.592983,0.295478,1.40957
PMIP4,MPI-ESM1-2-LR,midHolocene-cal-adj,500,13.2318,26.7482,0.391778,0.660445,26.7482,0.391812,2.45948,0.209246,0.483432,5.99092,9.78065e+06,6.77882,424092,0.304165,3.15748,3.25496,2.0878,0.449742,0.513192,0.28714,-0.0252097,3.35571,4.20168,6.0241,0.226368,0.618384,0.33837,1.58453
PMIP4,MPI-ESM1-2-LR,piControl,1000,13.5333,27.3964,0.44095,0.795756,27.3964,0.440979,3.29925,0.0604406,0.574401,6.89163,1.00043e+07,7.91375,432273,0.335428,3.80695,4.22067,2.38672,0.566122,0.522113,0.285987,1e+20,3.42466,6.57895,7.93651,0.262731,0.824443,0.412756,2.05265
PMIP4,MRI-ESM2-0,abrupt4xCO2,151,18.6622,31.134,0.418524,1.07664,32.0102,0.418524,3.54206,-0.385513,0.342439,6.71276,9.6821e+06,10.8358,352903,0.434729,5.24685,6.92924,1.9052,0.760972,0.565934,0.240086,-0.383117,1.72222,2.81818,7.75,0.252045,0.904022,0.550687,3.08358
PMIP4,MRI-ESM2-0,midHolocene-cal-adj,200,13.6988,26.6851,0.409614,0.710275,26.6851,0.410055,3.92798,1.45315,0.418742,5.87006,1.00457e+07,8.47864,348703,0.301803,3.12911,4.17737,1.07063,0.753822,0.391518,-0.012429,-0.0844937,5.40541,4.16667,5,0.281499,0.678279,0.532702,0.960077
PMIP4,MRI-ESM2-0,piControl,701,13.8211,27.2271,0.425263,0.904119,27.2271,0.426196,4.69861,1.29439,0.448439,5.5514,1.01194e+07,9.83482,385965,0.36238,4.09928,5.18749,2.02407,0.956794,0.578619,-0.0144906,1e+20,7.53763,3.505,7.37895,0.293912,0.876949,0.578016,1.48303
PMIP4,NESM3,abrupt4xCO2,150,20.7155,32.1788,0.445125,0.710498,32.9261,0.445125,4.47439,0.0457651,0.487647,8.31182,9.90349e+06,10.7826,438499,0.510041,6.60381,8.69706,1.89021,1.18744,0.681771,0.445561,-0.391297,7.75,3.1,1.40909,0.262638,0.49215,0.350319,1.00286
PMIP4,NESM3,lig127k-cal-adj,100,14.0017,27.2112,0.456513,0.535736,27.2112,0.457201,3.15509,-0.572943,0.508138,6.59263,8.9136e+06,7.16889,435575,0.416382,4.19504,4.8421,2.72295,0.637193,0.650981,0.272131,-0.021537,5.55556,4.7619,5,0.220924,0.517227,0.338954,0.993862
PMIP4,NESM3,midHolocene-cal-adj,100,13.5297,26.9329,0.446789,0.63062,26.9329,0.448164,2.87886,-0.337862,0.514055,6.9809,9.26818e+06,7.96206,397642,0.410457,4.42765,4.42469,3.09404,0.431605,0.869113,0.24392,-0.013347,3.84615,4.16667,6.66667,0.23764,0.59703,0.382549,1.22064
PMIP4,NESM3,piControl,100,13.7292,27.5909,0.492975,0.695554,27.5909,0.493772,4.09587,-0.394217,0.548211,7.91566,9.59621e+06,9.40736,384761,0.436324,5.25556,6.05323,3.33871,0.723135,0.644472,0.345415,1e+20,3.0303,4.16667,3.0303,0.266434,0.671147,0.393571,1.64848
PMIP4,NorESM1-F,lig127k-cal-adj,200,14.387,27.288,0.309654,0.474652,27.288,0.309792,1.78282,-0.0407209,0.293791,6.86136,1.0589e+07,5.99925,487347,0.265424,2.17774,2.46055,0.640938,0.497061,0.230129,0.25019,0.0078773,4,3.44828,4.87805,0.230533,0.732507,0.364268,1.49461
PMIP4,NorESM1-F,midHolocene-cal-adj,200,14.2065,27.4407,0.354294,0.538011,27.4407,0.354347,2.79371,-0.163579,0.338705,6.94796,1.09563e+07,6.55062,463010,0.308994,2.41343,2.65976,1.1632,0.461364,0.366003,0.00075792,-0.0503568,4.34783,3.0303,7.40741,0.25619,0.774544,0.509111,2.18622
PMIP4,NorESM1-F,midPliocene-eoi400,200,16.2346,28.8221,0.423445,0.415733,28.8221,0.423535,3.74116,-0.0882761,0.3488,6.51965,1.16621e+07,8.10644,403379,0.371934,2.9944,3.2517,1.21647,0.800724,0.328992,-0.145217,-0.0780266,7.14286,6.06061,7.40741,0.311025,1.1342,0.660106,2.62988
PMIP4,NorESM1-F,piControl,200,14.5066,27.7282,0.425464,0.598274,27.7282,0.425464,3.70028,-0.185143,0.359739,6.54373,1.12429e+07,7.71414,402577,0.305572,2.8397,3.04664,1.53306,0.565551,0.415993,-0.0709358,1e+20,4.87805,4.87805,4.87805,0.314752,1.0585,0.642521,2.49452
PMIP4,NorESM2-LM,abrupt4xCO2,380,21.1809,32.056,0.450991,1.43157,33.2548,0.45099,3.81095,1.61379,0.422241,6.89602,1.04421e+07,7.39397,657907,0.642015,3.96283,5.6257,1.1967,1.43431,0.596813,0.443761,-0.197718,2.81818,3.875,7.75,0.336227,0.602049,0.462984,1.07444
PMIP4,NorESM2-LM,lig127k-cal-adj,100,14.526,26.9599,0.598615,1.24855,26.9599,0.600503,2.19248,1.55845,0.46933,7.34958,9.61104e+06,6.38568,518825,0.319735,4.02578,5.86777,1.13042,1.14066,0.437323,0.224684,0.0572678,7.14286,7.69231,5.88235,0.452821,0.562186,0.675389,1.17646
PMIP4,NorESM2-LM,midHolocene-cal-adj,100,14.3075,26.7566,0.692557,1.47751,26.7566,0.693862,3.1649,1.65615,0.501011,6.97329,9.90543e+06,7.08667,595243,0.374369,4.18603,5.56072,1.51446,1.2991,0.481761,0.113181,-0.128447,3.7037,7.14286,5,0.548502,0.610303,0.830992,1.45766
PMIP4,NorESM2-LM,piControl,391,14.466,27.1163,0.600139,1.27502,27.1163,0.601296,4.1092,1.47042,0.492664,6.75994,1.0101e+07,8.46044,550014,0.422379,5.27027,7.29529,1.94356,1.54102,0.618272,0.0551249,1e+20,5.35616,3.52252,5.66667,0.438923,0.63604,0.773235,1.61135
PMIP4,UofT-CCSM-4,lgm-cal-adj,100,7.3376,24.5751,0.435549,0.631806,24.5751,0.435559,4.16831,0.326557,0.340232,6.4669,1.08889e+07,7.44034,308361,0.195995,3.70555,5.62608,1.86722,0.475207,0.355464,-0.0927137,0.0986243,5.26316,3.44828,7.69231,0.300937,0.605066,0.565046,1.98784
PMIP4,UofT-CCSM-4,midHolocene-cal-adj,100,12.5041,26.5288,0.365357,0.605582,26.5288,0.366079,2.92362,-0.0991263,0.331599,6.7076,1.09358e+07,7.11445,371088,0.223947,3.94528,6.42759,1.46496,0.558692,0.407807,-0.0507233,-0.038668,5,5,4.54545,0.235666,0.569302,0.369205,1.40501
PMIP4,UofT-CCSM-4,midPliocene-eoi400,100,16.793,29.3439,0.339782,0.515634,29.3439,0.342221,3.80948,0.0319262,0.28421,6.19804,1.14015e+07,8.59334,353127,0.245131,4.39778,6.98574,1.79976,0.840842,0.334634,0.061937,-0.177942,5,4.7619,7.69231,0.242977,0.582021,0.396314,1.63193
PMIP4,UofT-CCSM-4,piControl,100,12.6076,27.0012,0.344109,0.768866,27.0012,0.344262,3.58131,-0.195583,0.324949,6.56794,1.12601e+07,7.97294,363886,0.256108,4.47983,7.16266,1.9049,0.714303,0.387784,-0.0380093,1e+20,5.88235,4.34783,7.69231,0.226157,0.515894,0.34959,1.50524
